probs,0.05,0.1,0.2,0.3,0.4,0.5
I → T,,,,,,
DUCH-NR-NW,0.7787846326828003,0.7528952956199646,0.7308229804039001,0.7200920581817627,0.6686322689056396,0.6171656847000122
DUCH-NR-EW,0.7428575754165649,0.7237110733985901,0.7418195605278015,0.7289094924926758,0.7134920954704285,0.6875982880592346
DUCH-NR-DW,0.7864367961883545,0.7704747319221497,0.7391117811203003,0.7321065664291382,0.7179097533226013,0.7085855603218079
DUCH-PTC,0.7723416686058044,0.7498416900634766,0.6987848877906799,0.6609523296356201,0.5820846557617188,0.5251023769378662
DUCH,0.7854669690132141,0.7671504616737366,0.7242960333824158,0.6770985722541809,0.6046006679534912,0.47536495327949524
JDSH,0.7683557271957397,0.7371960878372192,0.6839840412139893,0.6098161935806274,0.487364262342453,0.38158977031707764
DJSRH,0.6690624952316284,0.6618741750717163,0.6026651263237,0.5591471791267395,0.4918504059314728,0.39709600806236267
T → I,,,,,,
DUCH-NR-NW,0.7788209319114685,0.7677589654922485,0.7454418540000916,0.7374874949455261,0.7040786147117615,0.6640081405639648
DUCH-NR-EW,0.7475876808166504,0.7526807188987732,0.746451735496521,0.7398374080657959,0.7181505560874939,0.688196063041687
DUCH-NR-DW,0.7831796407699585,0.7824375033378601,0.754641592502594,0.7469985485076904,0.7208008766174316,0.7187764048576355
DUCH-PTC,0.7768878936767578,0.7665492296218872,0.7271000146865845,0.7094541192054749,0.6481742262840271,0.6146304607391357
DUCH,0.7846311926841736,0.7837371826171875,0.7512534260749817,0.7062365412712097,0.6472124457359314,0.5401524305343628
JDSH,0.7696616053581238,0.7549883723258972,0.699070930480957,0.6394411325454712,0.5408740639686584,0.4152757525444031
DJSRH,0.6662257313728333,0.6476235389709473,0.6004534363746643,0.5471304655075073,0.47292765974998474,0.3731021583080292
